refshort,reference,country,climate,continent,sphere_fragment,sphere_matrix,biome,taxa,time_since_fragmentation,matrix_category,latitudeN,longitudeE,sampling_design,sampling_method,method_category,sampling_device_size,device_size_unit,intensity,intensity_unit,block_type,number_of_blocks_per_site,sampling_density,density_unit,sampling_duration,duration_unit,sampling_effort,sampling_effort_unit,sampling_note
Struebig_2008,"Struebig, M.J. et al., 2009. Conservation importance of limestone karst outcrops for Palaeotropical bats in a fragmented landscape. Biological Conservation, 142(10), pp.2089-2096.",Malaysia,Tropical,Asia,terrestrial,terrestrial,forest,Mammalia,Recent (less than 20 years),intermediate,3.642027,102.339145,standardized_subsamples,trap,harp trap,NA,NA,NA,NA,NA,NA,up to 15,traps per site,31 to 356,trap nights,15,number of traps,Bats were captured with up to 15 harp traps per fragment and given abundances are standardized to a common sampling effort of 15 harp nets.
Telleria_1995,"Tellería, J.L. & Santos, T., 1995. Effects of forest fragmentation on a guild of wintering passerines: The role of habitat selection. Biological Conservation, 71(1), pp.61-67.",Spain,Temperate,Europe,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,42.083333,-3.75,standardized_fragment,bird survey,transect,NA,NA,25,m wide transects in large fragments and whole fragment search for small fragments,NA,NA,2,transects in large fragments only,at least 4,surveys in two winter seasons,1,balanced,Birds were intensively searched in the entire fragment (small fragments) and 25 m strips along transects (large fragments).  Data converted to numbers per 10 ha.  Averages were taken of density and fragment size.
Tonhasca_2002,"Tonhasca, A., Blackmer, J.L. & Albuquerque, G.S., 2003. Abundance and Diversity of Euglossine Bees in the Fragmented Landscape of the Brazilian Atlantic Forest Abundance and Diversity of Euglossine Bees in the Fragmented. Biotropica, 34(3), pp.416-422.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Insecta,long (100+ years),intermediate,-21.883333,-41.8,pooled,trap,scented traps,NA,NA,6,traps per trap-array,trap-array,1,2,m apart,12,surveys,12,number of field campaigns,Baited traps set up along 10 m transects and insects captured from 09:00 to 15:00.  Sampling effort is number of field campaigns (every 2 months for most) to a given site over 1997-1999
Tonhasca_2002,"Tonhasca, A., Blackmer, J.L. & Albuquerque, G.S., 2003. Abundance and Diversity of Euglossine Bees in the Fragmented Landscape of the Brazilian Atlantic Forest Abundance and Diversity of Euglossine Bees in the Fragmented. Biotropica, 34(3), pp.416-422.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Insecta,long (100+ years),intermediate,-21.883333,-41.8,pooled,trap,scented traps,NA,NA,6,traps per trap-array,trap-array,1,2,m apart,12,surveys,6,number of field campaigns,Baited traps set up along 10 m transects and insects captured from 09:00 to 15:00.  Sampling effort is number of field campaigns (every 2 months for most) to a given site over 1997-1999
Tonhasca_2002,"Tonhasca, A., Blackmer, J.L. & Albuquerque, G.S., 2003. Abundance and Diversity of Euglossine Bees in the Fragmented Landscape of the Brazilian Atlantic Forest Abundance and Diversity of Euglossine Bees in the Fragmented. Biotropica, 34(3), pp.416-422.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Insecta,long (100+ years),intermediate,-21.883333,-41.8,pooled,trap,scented traps,NA,NA,6,traps per trap-array,trap-array,1,2,m apart,12,surveys,11,number of field campaigns,Baited traps set up along 10 m transects and insects captured from 09:00 to 15:00.  Sampling effort is number of field campaigns (every 2 months for most) to a given site over 1997-1999
Uehara-Prado_2007,"Uehara-Prado, M., Brown, K.S. & Freitas, A.V.L., 2007. Species richness, composition and abundance of fruit-feeding butterflies in the Brazilian Atlantic Forest: Comparison between a fragmented and a continuous landscape. Global Ecology and Biogeography, 16(1), pp.43-54.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Insecta,Recent (less than 20 years),intermediate,-23.716667,-47,pooled,trap,fruit-baited traps,NA,NA,5,traps per transect,transect,1 per fragment or 4 in the continuous forest site,20,m apart,6,surveys of 12 to 14 days each,25,number of traps per category,Each site received a sampling unit consisting of 5 baited traps (20 m apart) along a transect.  Sampling effort differed because there were 4 sites in the continuous forest and 5 fragments.  
Uehara-Prado_2007,"Uehara-Prado, M., Brown, K.S. & Freitas, A.V.L., 2007. Species richness, composition and abundance of fruit-feeding butterflies in the Brazilian Atlantic Forest: Comparison between a fragmented and a continuous landscape. Global Ecology and Biogeography, 16(1), pp.43-54.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Insecta,Recent (less than 20 years),intermediate,-23.716667,-47,pooled,trap,fruit-baited traps,NA,NA,5,traps per transect,transect,1 per fragment or 4 in the continuous forest site,20,m apart,6,surveys of 12 to 14 days each,20,number of traps per category,Each site received a sampling unit consisting of 5 baited traps (20 m apart) along a transect.  Sampling effort differed because there were 4 sites in the continuous forest and 5 fragments.  
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,90,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,8.04,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,1.28,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,3.42,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,179,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,2.31,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,3.76,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,147,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,14.81,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,6.99,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,1.14,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
Ulrich_2016,"Ulrich, W., Lens, L., Tobias, J.A. and Habel, J.C., 2016. Contrasting patterns of species richness and functional diversity in bird communities of east African cloud forest fragments. PLoS ONE 11,  e0163338.",Kenya,Tropical,Africa,terrestrial,terrestrial,forest,Aves,long (100+ years),harsh filter,-3.287648,38.318504,pooled,net,mist nets,NA,NA,120,m long net plot,plot,1 to 7,NA,NA,20 to 32,surveys per fragment in 15 years,3.94,balanced,"Abundances collected from mist netting over 15 years.  Mist nets varied in sampling intensity to account for differences in fragment size.  It is not entirely clear that sampling was complete in each fragment, but it appears approximately proportional to area."
